IdAluno,IdTurma,IdPeriodo,IdSerie,AnoMesRefFeatures,AnoRefFeatures,DataRefFeaturesUltDia,TipoTurma,TurnoPrincipal,TotalVagas,IdDisciplina,DisciplinaRequerNota,DisciplinaCargaHorariaSemanal,DisciplinaStUsaNotaConceito,SexoTurma,IdProfessor,Sexo,EstadoCivil,CorRaca,StDeficienciaCegueira,StDeficienciaBaixaVisao,StDeficienciaSurdez,StDeficienciaAuditiva,StDeficienciaFisica,StDeficienciaSurdoCegueira,StDeficienciaMultipla,StDeficienciaMental,StDeficienciaAutismoInfantil,StDeficienciaSindromeAsperger,StDeficienciaSindromeRett,StDeficienciaTrastornoDesintegrativo,StDeficienciaAltasHabilidades,StAppComunicacao_Sincronizado,StRecursoAuxilioLedor,StRecursoAuxilioTranscricao,StRecursoGuiaInterprete,StRecursoTradutorInterpreteDeLibras,StRecursoLeituraLabial,StRecursoMaterialDidaticoProvaBraille,StRecursoProvaAmpliada,StRecursoProvaSuperampliada,StRecursoCdComAudio,StRecursoLinguaPortuguesaSegundaLingua,StRecursoProvaEmVideo,StPermiteUsoImagem,StEstrangeiro,TipoResponsavel,GrauParentescoResponsavel,Idade,QtdAulasFalta,QtdAulasJustificada,QtdAulasPresente,QtdAulasTotal,QtdAulasFaltaAcum,QtdAulasJustificadaAcum,QtdAulasPresenteAcum,QtdAulasTotalAcum,PercFalta,PercJustificada,PercPresente,PercFaltaAcum,PercJustificadaAcum,PercPresenteAcum,QtdTurmas,QtdDisciplinas,QtdAulasFaltaAnoMes,QtdAulasJustificadaAnoMes,QtdAulasPresenteAnoMes,QtdAulasTotalAnoMes,QtdAulasFaltaAnoMesAcum,QtdAulasJustificadaAnoMesAcum,QtdAulasPresenteAnoMesAcum,QtdAulasTotalAnoMesAcum,PercFaltaAnoMes,PercJustificadaAnoMes,PercPresenteAnoMes,PercFaltaAnoMesAcum,PercJustificadaAnoMesAcum,PercPresenteAnoMesAcum,QtdSeriesAAnoAnterior,QtdSeriesCAnoAnterior,QtdSeriesTotalAnoAnterior,QtdSeriesAAcumAnoAnterior,QtdSeriesCAcumAnoAnterior,QtdSeriesTotalAcumAnoAnterior,%SeriesAAnoAnterior,%SeriesCAnoAnterior,%SeriesAAcumAnoAnterior,%SeriesCAcumAnoAnterior, NotaMediaAnoAnterior,ProbabilidadeDesistente
15,106,4,29,202108,2020,2021-08-31 00:00:00,G,T,15.0,,True,1.0,False,A,,F,5.0,B,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Não definido,U,16.0,,,,,,,,,,,,,,,1.0,4.0,7.0,0.0,9.0,16.0,7.0,0.0,11.0,18.0,0.4375,0.0,0.5625,0.3888888888888889,0.0,0.6111111111111112,,,,,,,,,,,,0.017246963
16,113,4,18,202108,2020,2021-08-31 00:00:00,G,I,25.0,,True,1.0,False,A,,F,5.0,B,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Não definido,U,18.0,,,,,,,,,,,,,,,1.0,2.0,6.0,0.0,0.0,6.0,6.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,0.0010054513
12,106,4,29,202108,2020,2021-08-31 00:00:00,G,T,15.0,,True,1.0,False,A,,F,5.0,B,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Não definido,U,16.0,,,,,,,,,,,,,,,1.0,4.0,5.0,0.0,11.0,16.0,5.0,0.0,13.0,18.0,0.3125,0.0,0.6875,0.2777777777777778,0.0,0.7222222222222222,,,,,,,,,,,,0.010526205
17,106,4,29,202108,2020,2021-08-31 00:00:00,G,T,15.0,,True,1.0,False,A,,F,5.0,B,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Não definido,U,16.0,,,,,,,,,,,,,,,1.0,4.0,4.0,0.0,12.0,16.0,4.0,0.0,14.0,18.0,0.25,0.0,0.75,0.2222222222222222,0.0,0.7777777777777778,,,,,,,,,,,,0.023389934
25,107,4,29,202109,2020,2021-09-30 00:00:00,G,T,15.0,,True,1.0,False,A,,F,5.0,P,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Não definido,U,18.0,,,,,,,,,,,,,,,1.0,4.0,2.0,0.0,15.0,17.0,5.0,0.0,30.0,35.0,0.1176470588235294,0.0,0.8823529411764706,0.1428571428571428,0.0,0.8571428571428571,,,,,,,,,,,,0.013900496
26,107,4,29,202109,2020,2021-09-30 00:00:00,G,T,15.0,,True,1.0,False,A,,F,5.0,B,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Não definido,U,16.0,,,,,,,,,,,,,,,1.0,4.0,6.0,0.0,11.0,17.0,8.0,0.0,27.0,35.0,0.3529411764705882,0.0,0.6470588235294118,0.2285714285714285,0.0,0.7714285714285715,,,,,,,,,,,,0.010056294
27,107,4,29,202109,2020,2021-09-30 00:00:00,G,T,15.0,,True,1.0,False,A,,M,5.0,R,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Mãe,M,16.0,,,,,,,,,,,,,,,1.0,4.0,8.0,0.0,9.0,17.0,18.0,0.0,17.0,35.0,0.4705882352941176,0.0,0.5294117647058824,0.5142857142857142,0.0,0.4857142857142857,,,,,,,,,,,,0.1514
28,107,4,29,202109,2020,2021-09-30 00:00:00,G,T,15.0,,True,1.0,False,A,,F,5.0,R,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Não definido,U,16.0,,,,,,,,,,,,,,,1.0,4.0,4.0,0.0,13.0,17.0,7.0,0.0,28.0,35.0,0.2352941176470588,0.0,0.7647058823529411,0.2,0.0,0.8,,,,,,,,,,,,0.024509836
29,107,4,29,202109,2020,2021-09-30 00:00:00,G,T,15.0,,True,1.0,False,A,,M,5.0,R,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Não definido,U,17.0,,,,,,,,,,,,,,,1.0,4.0,2.0,0.0,15.0,17.0,2.0,0.0,33.0,35.0,0.1176470588235294,0.0,0.8823529411764706,0.0571428571428571,0.0,0.9428571428571428,,,,,,,,,,,,0.020358104
30,107,4,29,202109,2020,2021-09-30 00:00:00,G,T,15.0,,True,1.0,False,A,,F,5.0,R,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Não definido,U,17.0,,,,,,,,,,,,,,,1.0,4.0,3.0,0.0,14.0,17.0,5.0,0.0,30.0,35.0,0.1764705882352941,0.0,0.8235294117647058,0.1428571428571428,0.0,0.8571428571428571,,,,,,,,,,,,0.0096379295
31,107,4,29,202109,2020,2021-09-30 00:00:00,G,T,15.0,,True,1.0,False,A,,F,5.0,R,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Não definido,U,16.0,,,,,,,,,,,,,,,1.0,4.0,11.0,0.0,6.0,17.0,26.0,0.0,9.0,35.0,0.6470588235294118,0.0,0.3529411764705882,0.7428571428571429,0.0,0.2571428571428571,,,,,,,,,,,,0.0788029
32,107,4,29,202109,2020,2021-09-30 00:00:00,G,T,15.0,,True,1.0,False,A,,F,5.0,B,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Não definido,U,16.0,,,,,,,,,,,,,,,1.0,4.0,5.0,0.0,12.0,17.0,8.0,0.0,27.0,35.0,0.2941176470588235,0.0,0.7058823529411765,0.2285714285714285,0.0,0.7714285714285715,,,,,,,,,,,,0.024074662
33,117,4,32,202109,2020,2021-09-30 00:00:00,G,T,15.0,,True,1.0,False,A,,F,5.0,R,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Não definido,U,17.0,,,,,,,,,,,,,,,1.0,4.0,0.0,0.0,16.0,16.0,0.0,0.0,34.0,34.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,0.0040043574
36,117,4,32,202109,2020,2021-09-30 00:00:00,G,T,15.0,,True,1.0,False,A,,F,5.0,R,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Não definido,U,17.0,,,,,,,,,,,,,,,1.0,4.0,2.0,0.0,14.0,16.0,4.0,0.0,30.0,34.0,0.125,0.0,0.875,0.1176470588235294,0.0,0.8823529411764706,,,,,,,,,,,,0.019141702
37,117,4,32,202109,2020,2021-09-30 00:00:00,G,T,15.0,,True,1.0,False,A,,F,5.0,B,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Não definido,U,17.0,,,,,,,,,,,,,,,1.0,4.0,2.0,0.0,14.0,16.0,2.0,0.0,32.0,34.0,0.125,0.0,0.875,0.0588235294117647,0.0,0.9411764705882352,,,,,,,,,,,,0.06270476
38,117,4,32,202109,2020,2021-09-30 00:00:00,G,T,15.0,,True,1.0,False,A,,F,5.0,R,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Não definido,U,17.0,,,,,,,,,,,,,,,1.0,4.0,8.0,0.0,8.0,16.0,15.0,0.0,19.0,34.0,0.5,0.0,0.5,0.4411764705882353,0.0,0.5588235294117647,,,,,,,,,,,,0.06503694
39,117,4,32,202109,2020,2021-09-30 00:00:00,G,T,15.0,,True,1.0,False,A,,M,5.0,R,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Não definido,U,17.0,,,,,,,,,,,,,,,1.0,4.0,0.0,0.0,16.0,16.0,1.0,1.0,32.0,34.0,0.0,0.0,1.0,0.0294117647058823,0.0294117647058823,0.9411764705882352,,,,,,,,,,,,0.006286246
40,117,4,32,202109,2020,2021-09-30 00:00:00,G,T,15.0,,True,1.0,False,A,,F,5.0,B,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Não definido,U,17.0,,,,,,,,,,,,,,,1.0,4.0,0.0,0.0,16.0,16.0,1.0,0.0,33.0,34.0,0.0,0.0,1.0,0.0294117647058823,0.0,0.9705882352941176,,,,,,,,,,,,0.013541923
41,117,4,32,202109,2020,2021-09-30 00:00:00,G,T,15.0,,True,1.0,False,A,,F,5.0,P,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Não definido,U,17.0,,,,,,,,,,,,,,,1.0,4.0,0.0,0.0,16.0,16.0,0.0,0.0,34.0,34.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,0.0029597427
42,117,4,32,202109,2020,2021-09-30 00:00:00,G,T,15.0,,True,1.0,False,A,,M,5.0,B,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Não definido,U,22.0,,,,,,,,,,,,,,,1.0,4.0,0.0,0.0,16.0,16.0,1.0,0.0,33.0,34.0,0.0,0.0,1.0,0.0294117647058823,0.0,0.9705882352941176,,,,,,,,,,,,0.022695944
43,117,4,32,202109,2020,2021-09-30 00:00:00,G,T,15.0,,True,1.0,False,A,,M,5.0,R,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Não definido,U,16.0,,,,,,,,,,,,,,,1.0,4.0,0.0,0.0,16.0,16.0,1.0,0.0,33.0,34.0,0.0,0.0,1.0,0.0294117647058823,0.0,0.9705882352941176,,,,,,,,,,,,0.007763488
51,115,4,18,202109,2020,2021-09-30 00:00:00,G,I,25.0,,True,1.0,False,A,,F,5.0,B,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Não definido,U,19.0,,,,,,,,,,,,,,,1.0,2.0,10.0,0.0,0.0,10.0,16.0,0.0,0.0,16.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,0.0023677251
52,115,4,18,202109,2020,2021-09-30 00:00:00,G,I,25.0,,True,1.0,False,A,,M,5.0,R,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Não definido,U,18.0,,,,,,,,,,,,,,,1.0,2.0,4.0,0.0,6.0,10.0,4.0,0.0,12.0,16.0,0.4,0.0,0.6,0.25,0.0,0.75,,,,,,,,,,,,0.004380995
53,115,4,18,202109,2020,2021-09-30 00:00:00,G,I,25.0,,True,1.0,False,A,,M,5.0,R,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Não definido,U,18.0,,,,,,,,,,,,,,,1.0,2.0,2.0,0.0,8.0,10.0,3.0,0.0,13.0,16.0,0.2,0.0,0.8,0.1875,0.0,0.8125,,,,,,,,,,,,0.0071919146
54,115,4,18,202109,2020,2021-09-30 00:00:00,G,I,25.0,,True,1.0,False,A,,M,5.0,R,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Mãe,M,18.0,,,,,,,,,,,,,,,1.0,2.0,10.0,0.0,0.0,10.0,13.0,0.0,3.0,16.0,1.0,0.0,0.0,0.8125,0.0,0.1875,,,,,,,,,,,,0.016563194
55,115,4,18,202109,2020,2021-09-30 00:00:00,G,I,25.0,,True,1.0,False,A,,F,5.0,B,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Não definido,U,18.0,,,,,,,,,,,,,,,1.0,2.0,6.0,0.0,4.0,10.0,9.0,0.0,7.0,16.0,0.6,0.0,0.4,0.5625,0.0,0.4375,,,,,,,,,,,,0.009434093
56,115,4,18,202109,2020,2021-09-30 00:00:00,G,I,25.0,,True,1.0,False,A,,F,5.0,B,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Não definido,U,18.0,,,,,,,,,,,,,,,1.0,2.0,2.0,0.0,8.0,10.0,5.0,0.0,11.0,16.0,0.2,0.0,0.8,0.3125,0.0,0.6875,,,,,,,,,,,,0.0067420607
57,115,4,18,202109,2020,2021-09-30 00:00:00,G,I,25.0,,True,1.0,False,A,,F,5.0,B,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Mãe,M,17.0,,,,,,,,,,,,,,,1.0,2.0,5.0,0.0,5.0,10.0,6.0,0.0,10.0,16.0,0.5,0.0,0.5,0.375,0.0,0.625,,,,,,,,,,,,0.0026697095
58,115,4,18,202109,2020,2021-09-30 00:00:00,G,I,25.0,,True,1.0,False,A,,M,5.0,B,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Não definido,U,18.0,,,,,,,,,,,,,,,1.0,2.0,4.0,0.0,6.0,10.0,5.0,0.0,11.0,16.0,0.4,0.0,0.6,0.3125,0.0,0.6875,,,,,,,,,,,,0.005252305
59,115,4,18,202109,2020,2021-09-30 00:00:00,G,I,25.0,,True,1.0,False,A,,M,5.0,B,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Mãe,M,18.0,,,,,,,,,,,,,,,1.0,2.0,2.0,0.0,8.0,10.0,3.0,0.0,13.0,16.0,0.2,0.0,0.8,0.1875,0.0,0.8125,,,,,,,,,,,,0.012279565
60,115,4,18,202109,2020,2021-09-30 00:00:00,G,I,25.0,,True,1.0,False,A,,F,5.0,R,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Não definido,U,18.0,,,,,,,,,,,,,,,1.0,2.0,9.0,0.0,1.0,10.0,14.0,0.0,2.0,16.0,0.9,0.0,0.1,0.875,0.0,0.125,,,,,,,,,,,,0.007670044
61,115,4,18,202109,2020,2021-09-30 00:00:00,G,I,25.0,,True,1.0,False,A,,M,5.0,R,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Pai,P,19.0,,,,,,,,,,,,,,,1.0,2.0,7.0,0.0,3.0,10.0,12.0,0.0,4.0,16.0,0.7,0.0,0.3,0.75,0.0,0.25,,,,,,,,,,,,0.03276982
62,115,4,18,202109,2020,2021-09-30 00:00:00,G,I,25.0,,True,1.0,False,A,,M,5.0,R,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Não definido,U,19.0,,,,,,,,,,,,,,,1.0,2.0,5.0,0.0,5.0,10.0,7.0,0.0,9.0,16.0,0.5,0.0,0.5,0.4375,0.0,0.5625,,,,,,,,,,,,0.0046302346
63,115,4,18,202109,2020,2021-09-30 00:00:00,G,I,25.0,,True,1.0,False,A,,F,5.0,P,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Não definido,U,17.0,,,,,,,,,,,,,,,1.0,2.0,4.0,0.0,6.0,10.0,8.0,0.0,8.0,16.0,0.4,0.0,0.6,0.5,0.0,0.5,,,,,,,,,,,,0.009775716
64,115,4,18,202109,2020,2021-09-30 00:00:00,G,I,25.0,,True,1.0,False,A,,M,5.0,B,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Não definido,U,18.0,,,,,,,,,,,,,,,1.0,2.0,3.0,0.0,7.0,10.0,6.0,0.0,10.0,16.0,0.3,0.0,0.7,0.375,0.0,0.625,,,,,,,,,,,,0.009710686
65,115,4,18,202109,2020,2021-09-30 00:00:00,G,I,25.0,,True,1.0,False,A,,F,5.0,B,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Não definido,U,18.0,,,,,,,,,,,,,,,1.0,2.0,0.0,0.0,10.0,10.0,1.0,0.0,15.0,16.0,0.0,0.0,1.0,0.0625,0.0,0.9375,,,,,,,,,,,,0.0017348157
66,115,4,18,202109,2020,2021-09-30 00:00:00,G,I,25.0,,True,1.0,False,A,,M,5.0,B,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Não definido,U,17.0,,,,,,,,,,,,,,,1.0,2.0,0.0,0.0,10.0,10.0,0.0,0.0,16.0,16.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,0.00091129733
67,115,4,18,202109,2020,2021-09-30 00:00:00,G,I,25.0,,True,1.0,False,A,,M,5.0,B,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Não definido,U,18.0,,,,,,,,,,,,,,,1.0,2.0,7.0,0.0,3.0,10.0,10.0,0.0,6.0,16.0,0.7,0.0,0.3,0.625,0.0,0.375,,,,,,,,,,,,0.009309459
68,117,4,32,202109,2020,2021-09-30 00:00:00,G,T,15.0,,True,1.0,False,A,,F,5.0,R,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Não definido,U,17.0,,,,,,,,,,,,,,,1.0,4.0,3.0,0.0,13.0,16.0,6.0,0.0,28.0,34.0,0.1875,0.0,0.8125,0.1764705882352941,0.0,0.8235294117647058,,,,,,,,,,,,0.045520127
69,117,4,32,202109,2020,2021-09-30 00:00:00,G,T,15.0,,True,1.0,False,A,,F,5.0,R,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Mãe,M,17.0,,,,,,,,,,,,,,,1.0,4.0,0.0,0.0,16.0,16.0,0.0,0.0,34.0,34.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,0.011160152
70,117,4,32,202109,2020,2021-09-30 00:00:00,G,T,15.0,,True,1.0,False,A,,M,5.0,R,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Não definido,U,17.0,,,,,,,,,,,,,,,1.0,4.0,3.0,0.0,13.0,16.0,6.0,0.0,28.0,34.0,0.1875,0.0,0.8125,0.1764705882352941,0.0,0.8235294117647058,,,,,,,,,,,,0.046625026
